dataset,category,id,home,uid,shorthand,status,screw,diameter,length,quantity,product_code,set,proper_name,screw_sizes,size_range,left_right,size,location,name,presentation,description,ref,code,lat,lng,region
screws,6.5/7.3mm std canna,02,,,,,Standard Cannulated Screw (Short),φ6.5,35,2,52706535,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,03,,,,,Standard Cannulated Screw (Short),φ6.5,40,2,52706540,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,04,,,,,Standard Cannulated Screw (Short),φ6.5,45,2,52706545,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,05,,,,,Standard Cannulated Screw (Short),φ6.5,50,2,52706550,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,06,,,,,Standard Cannulated Screw (Short),φ6.5,55,2,52706555,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,07,,,,,Standard Cannulated Screw (Short),φ6.5,60,2,52706560,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,08,,,,,Standard Cannulated Screw (Short),φ6.5,65,2,52706565,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,09,,,,,Standard Cannulated Screw (Short),φ6.5,70,2,52706570,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,10,,,,,Standard Cannulated Screw (Short),φ6.5,75,4,52706575,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,11,,,,,Standard Cannulated Screw (Short),φ6.5,80,4,52706580,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,12,,,,,Standard Cannulated Screw (Short),φ6.5,85,4,52706585,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,13,,,,,Standard Cannulated Screw (Short),φ6.5,90,4,52706590,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,14,,,,,Standard Cannulated Screw (Short),φ6.5,95,2,52706595,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,15,,,,,Standard Cannulated Screw (Short),φ6.5,100,2,52706500,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,16,,,,,Standard Cannulated Screw (Short),φ6.5,105,2,52706505,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,17,,,,,Standard Cannulated Screw (Short),φ6.5,110,2,52706510,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,18,,,,,Standard Cannulated Screw (Short),φ6.5,115,2,52706515,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,19,,,,,Standard Cannulated Screw (Short),φ6.5,120,2,52706520,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,20,,,,,Standard Cannulated Screw (Long),φ6.5,50,2,52716550,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,21,,,,,Standard Cannulated Screw (Long),φ6.5,55,2,52716555,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,22,,,,,Standard Cannulated Screw (Long),φ6.5,60,2,52716560,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,23,,,,,Standard Cannulated Screw (Long),φ6.5,65,2,52716565,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,24,,,,,Standard Cannulated Screw (Long),φ6.5,70,2,52716570,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,25,,,,,Standard Cannulated Screw (Long),φ6.5,75,2,52716575,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,26,,,,,Standard Cannulated Screw (Long),φ6.5,80,2,52716580,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,27,,,,,Standard Cannulated Screw (Long),φ6.5,85,2,52716585,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,28,,,,,Standard Cannulated Screw (Long),φ6.5,90,2,52716590,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,29,,,,,Standard Cannulated Screw (Long),φ6.5,95,2,52716595,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,30,,,,,Standard Cannulated Screw (Long),φ6.5,100,2,52716500,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,31,,,,,Standard Cannulated Screw (Long),φ6.5,105,2,52716505,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,32,,,,,Standard Cannulated Screw (Long),φ6.5,110,2,52716510,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,33,,,,,Standard Cannulated Screw (Long),φ6.5,115,2,52716515,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,34,,,,,Standard Cannulated Screw (Long),φ6.5,120,2,52716520,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,35,,,,,Standard Cannulated Screw (Short),φ7.3,35,2,52707335,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,36,,,,,Standard Cannulated Screw (Short),φ7.3,40,2,52707340,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,37,,,,,Standard Cannulated Screw (Short),φ7.3,45,2,52707345,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,38,,,,,Standard Cannulated Screw (Short),φ7.3,50,2,52707350,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,39,,,,,Standard Cannulated Screw (Short),φ7.3,55,2,52707355,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,40,,,,,Standard Cannulated Screw (Short),φ7.3,60,2,52707360,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,41,,,,,Standard Cannulated Screw (Short),φ7.3,65,2,52707365,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,42,,,,,Standard Cannulated Screw (Short),φ7.3,70,2,52707370,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,43,,,,,Standard Cannulated Screw (Short),φ7.3,75,4,52707375,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,44,,,,,Standard Cannulated Screw (Short),φ7.3,80,4,52707380,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,45,,,,,Standard Cannulated Screw (Short),φ7.3,85,4,52707385,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,46,,,,,Standard Cannulated Screw (Short),φ7.3,90,4,52707390,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,47,,,,,Standard Cannulated Screw (Short),φ7.3,95,2,52707395,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,48,,,,,Standard Cannulated Screw (Short),φ7.3,100,2,52707300,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,49,,,,,Standard Cannulated Screw (Short),φ7.3,105,2,52707305,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,50,,,,,Standard Cannulated Screw (Short),φ7.3,110,2,52707310,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,51,,,,,Standard Cannulated Screw (Short),φ7.3,115,2,52707315,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,52,,,,,Standard Cannulated Screw (Short),φ7.3,120,2,52707320,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,53,,,,,Standard Cannulated Screw (Long),φ7.3,50,2,52717350,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,54,,,,,Standard Cannulated Screw (Long),φ7.3,55,2,52717355,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,55,,,,,Standard Cannulated Screw (Long),φ7.3,60,2,52717360,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,56,,,,,Standard Cannulated Screw (Long),φ7.3,65,2,52717365,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,57,,,,,Standard Cannulated Screw (Long),φ7.3,70,2,52717370,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,58,,,,,Standard Cannulated Screw (Long),φ7.3,75,2,52717375,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,59,,,,,Standard Cannulated Screw (Long),φ7.3,80,2,52717380,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,60,,,,,Standard Cannulated Screw (Long),φ7.3,85,2,52717385,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,61,,,,,Standard Cannulated Screw (Long),φ7.3,90,2,52717390,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,62,,,,,Standard Cannulated Screw (Long),φ7.3,95,2,52717395,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,63,,,,,Standard Cannulated Screw (Long),φ7.3,100,2,52717300,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,64,,,,,Standard Cannulated Screw (Long),φ7.3,105,2,52717305,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,65,,,,,Standard Cannulated Screw (Long),φ7.3,110,2,52717310,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,66,,,,,Standard Cannulated Screw (Long),φ7.3,115,2,52717315,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,67,,,,,Standard Cannulated Screw (Long),φ7.3,120,2,52717320,,,,,,,,,,,,,,,
screws,6.5/7.3mm std canna,68,,,,,washer,φ13,,5,52740130,,,,,,,,,,,,,,,
screws,Distal Femoral,01,,,,,Distal Femoral Lag Screw II,φ6.2,50,1,55230050,,,,,,,,,,,,,,,
screws,Distal Femoral,02,,,,,Distal Femoral Lag Screw II,φ6.2,55,1,55230055,,,,,,,,,,,,,,,
screws,Distal Femoral,03,,,,,Distal Femoral Lag Screw II,φ6.2,60,1,55230060,,,,,,,,,,,,,,,
screws,Distal Femoral,04,,,,,Distal Femoral Lag Screw II,φ6.2,65,1,55230065,,,,,,,,,,,,,,,
screws,Distal Femoral,05,,,,,Distal Femoral Lag Screw II,φ6.2,70,1,55230070,,,,,,,,,,,,,,,
screws,Distal Femoral,06,,,,,Distal Femoral Lag Screw II,φ6.2,75,1,55230075,,,,,,,,,,,,,,,
screws,Distal Femoral,07,,,,,Distal Femoral Lag Screw II,φ6.2,80,1,55230080,,,,,,,,,,,,,,,
screws,Distal Femoral,08,,,,,Distal Femoral Lag Screw II,φ6.2,85,1,55230085,,,,,,,,,,,,,,,
screws,Distal Femoral,09,,,,,Distal Femoral Lag Screw II,φ6.2,90,1,55230090,,,,,,,,,,,,,,,
screws,Distal Femoral,10,,,,,Distal Femoral Lag Screw II,φ6.2,95,1,55230095,,,,,,,,,,,,,,,
screws,Distal Femoral,11,,,,,Distal Femoral Lag Screw II,φ6.2,100,1,55230100,,,,,,,,,,,,,,,
screws,Distal Femoral,12,,,,,Distal Femoral Lag Screw II,φ6.2,105,1,55230105,,,,,,,,,,,,,,,
screws,Distal Femoral,13,,,,,Locking Screw II,φ5,32,3,56425032,,,,,,,,,,,,,,,
screws,Distal Femoral,14,,,,,Locking Screw II,φ5,34,3,56425034,,,,,,,,,,,,,,,
screws,Distal Femoral,15,,,,,Locking Screw II,φ5,36,3,56425036,,,,,,,,,,,,,,,
screws,Distal Femoral,16,,,,,Locking Screw II,φ5,38,3,56425038,,,,,,,,,,,,,,,
screws,Distal Femoral,17,,,,,Locking Screw II,φ5,40,3,56425040,,,,,,,,,,,,,,,
screws,Distal Femoral,18,,,,,Locking Screw II,φ5,42,3,56425042,,,,,,,,,,,,,,,
screws,Distal Femoral,19,,,,,Locking Screw II,φ5,44,3,56425044,,,,,,,,,,,,,,,
screws,Distal Femoral,20,,,,,Locking Screw II,φ5,46,3,56425046,,,,,,,,,,,,,,,
screws,Distal Femoral,21,,,,,Locking Screw II,φ5,48,3,56425048,,,,,,,,,,,,,,,
screws,Distal Femoral,22,,,,,Locking Screw II,φ5,50,3,56425050,,,,,,,,,,,,,,,
screws,Distal Femoral,23,,,,,Locking Screw II,φ5,52,3,56425052,,,,,,,,,,,,,,,
screws,Distal Femoral,24,,,,,Locking Screw II,φ5,54,3,56425054,,,,,,,,,,,,,,,
screws,Distal Femoral,25,,,,,Locking Screw II,φ5,56,3,56425056,,,,,,,,,,,,,,,
screws,Distal Femoral,26,,,,,Locking Screw II,φ5,58,3,56425058,,,,,,,,,,,,,,,
screws,Distal Femoral,27,,,,,Locking Screw II,φ5,60,3,56425060,,,,,,,,,,,,,,,
screws,Distal Femoral,28,,,,,Locking Screw II,φ5,62,3,56420062,,,,,,,,,,,,,,,
screws,Distal Femoral,29,,,,,Locking Screw II,φ5,64,3,56425064,,,,,,,,,,,,,,,
screws,Distal Femoral,30,,,,,Locking Screw II,φ5,66,3,56420066,,,,,,,,,,,,,,,
screws,Distal Femoral,31,,,,,Locking Screw II,φ5,68,3,56425068,,,,,,,,,,,,,,,
screws,Distal Femoral,32,,,,,Locking Screw II,φ5,70,3,56420070,,,,,,,,,,,,,,,
screws,Distal Femoral,33,,,,,Locking Screw II,φ5,72,3,56425072,,,,,,,,,,,,,,,
screws,Distal Femoral,34,,,,,Locking Screw II,φ5,74,3,56420074,,,,,,,,,,,,,,,
screws,Distal Femoral,35,,,,,Locking Screw II,φ5,76,3,56425076,,,,,,,,,,,,,,,
screws,Distal Femoral,36,,,,,Locking Screw II,φ5,78,3,56420078,,,,,,,,,,,,,,,
screws,Distal Femoral,37,,,,,Locking Screw II,φ5,80,3,56425080,,,,,,,,,,,,,,,
screws,Distal Femoral,38,,,,,Locking Screw II,φ5,85,3,56425085,,,,,,,,,,,,,,,
screws,Distal Femoral,39,,,,,Locking Screw II,φ5,90,3,56425090,,,,,,,,,,,,,,,
screws,Distal Femoral,40,,,,,Distal Femoral End Cap II,0,,1,55220000,,,,,,,,,,,,,,,
screws,Distal Femoral,41,,,,,Distal Femoral End Cap II,5,,1,55220005,,,,,,,,,,,,,,,
screws,Distal Femoral,42,,,,,Distal Femoral End Cap II,10,,1,55220010,,,,,,,,,,,,,,,
screws,Elastic Nail (TENS),01,,,,,3.0-4.0mm End Cap,None,,4,56220000,,,,,,,,,,,,,,,
screws,Elastic Nail (TENS),02,,,,,1.5-2.5mm End Cap,None,,4,56230000,,,,,,,,,,,,,,,
screws,Fibular Nail,01,,,,,3.5 Locking screw,φ3.5,12,3,55533512,,,,,,,,,,,,,,,
screws,Fibular Nail,02,,,,,3.5 Locking screw,φ3.5,14,3,55533514,,,,,,,,,,,,,,,
screws,Fibular Nail,03,,,,,3.5 Locking screw,φ3.5,16,3,55533516,,,,,,,,,,,,,,,
screws,Fibular Nail,04,,,,,3.5 Locking screw,φ3.5,18,3,55533518,,,,,,,,,,,,,,,
screws,Fibular Nail,05,,,,,3.5 Locking screw,φ3.5,20,3,55533520,,,,,,,,,,,,,,,
screws,Fibular Nail,06,,,,,3.5 Locking screw,φ3.5,22,3,55533522,,,,,,,,,,,,,,,
screws,Fibular Nail,07,,,,,3.5 Locking screw,φ3.5,24,3,55533524,,,,,,,,,,,,,,,
screws,Fibular Nail,08,,,,,3.5 Locking screw,φ3.5,26,3,55533526,,,,,,,,,,,,,,,
screws,Fibular Nail,09,,,,,3.5 Locking screw,φ3.5,28,3,55533528,,,,,,,,,,,,,,,
screws,Fibular Nail,10,,,,,3.5 Locking screw,φ3.5,30,3,55533530,,,,,,,,,,,,,,,
screws,Fibular Nail,11,,,,,3.5 Locking screw,φ3.5,32,3,55533532,,,,,,,,,,,,,,,
screws,Fibular Nail,12,,,,,3.5 Locking screw,φ3.5,34,3,55533534,,,,,,,,,,,,,,,
screws,Fibular Nail,13,,,,,3.5 Locking screw,φ3.5,36,3,55533536,,,,,,,,,,,,,,,
screws,Fibular Nail,14,,,,,3.5 Locking screw,φ3.5,38,3,55533538,,,,,,,,,,,,,,,
screws,Fibular Nail,15,,,,,3.5 Locking screw,φ3.5,40,3,55533540,,,,,,,,,,,,,,,
screws,Fibular Nail,16,,,,,3.5 Locking screw,φ3.5,45,3,55533545,,,,,,,,,,,,,,,
screws,Fibular Nail,17,,,,,3.5 Locking screw,φ3.5,50,3,55533550,,,,,,,,,,,,,,,
screws,Fibular Nail,18,,,,,3.5 Locking screw,φ3.5,55,3,55533555,,,,,,,,,,,,,,,
screws,Fibular Nail,19,,,,,3.5 Locking screw,φ3.5,60,3,55533560,,,,,,,,,,,,,,,
screws,Fibular Nail,20,,,,,Headless Screw-3.5,φ3.5,12,3,56743512,,,,,,,,,,,,,,,
screws,Fibular Nail,21,,,,,Headless Screw-3.5,φ3.5,14,3,56743514,,,,,,,,,,,,,,,
screws,Fibular Nail,22,,,,,Headless Screw-3.5,φ3.5,16,3,56743516,,,,,,,,,,,,,,,
screws,Fibular Nail,23,,,,,Headless Screw-3.5,φ3.5,18,3,56743518,,,,,,,,,,,,,,,
screws,Fibular Nail,24,,,,,Headless Screw-3.5,φ3.5,20,3,56743520,,,,,,,,,,,,,,,
screws,Fibular Nail,25,,,,,Headless Screw-3.5,φ3.5,22,3,56743522,,,,,,,,,,,,,,,
screws,Fibular Nail,26,,,,,Headless Screw-3.5,φ3.5,24,3,56743524,,,,,,,,,,,,,,,
screws,Fibular Nail,27,,,,,Headless Screw-3.5,φ3.5,26,3,56743526,,,,,,,,,,,,,,,
screws,Fibular Nail,28,,,,,Headless Screw-3.5,φ3.5,28,3,56743528,,,,,,,,,,,,,,,
screws,Fibular Nail,29,,,,,Headless Screw-3.5,φ3.5,30,3,56743530,,,,,,,,,,,,,,,
screws,Fibular Nail,30,,,,,Headless Screw-3.5,φ3.5,32,3,56743532,,,,,,,,,,,,,,,
screws,Fibular Nail,31,,,,,Headless Screw-3.5,φ3.5,34,3,56743534,,,,,,,,,,,,,,,
screws,Fibular Nail,32,,,,,Headless Screw-3.5,φ3.5,36,3,56743536,,,,,,,,,,,,,,,
screws,Fibular Nail,33,,,,,Headless Screw-3.5,φ3.5,38,3,56743538,,,,,,,,,,,,,,,
screws,Fibular Nail,34,,,,,Headless Screw-3.5,φ3.5,40,3,56743540,,,,,,,,,,,,,,,
screws,Fibular Nail,35,,,,,Headless Screw-3.5,φ3.5,45,3,56743545,,,,,,,,,,,,,,,
screws,Fibular Nail,36,,,,,Headless Screw-3.5,φ3.5,50,3,56743550,,,,,,,,,,,,,,,
screws,Fibular Nail,37,,,,,Headless Screw-3.5,φ3.5,55,3,56743555,,,,,,,,,,,,,,,
screws,Fibular Nail,38,,,,,Headless Screw-3.5,φ3.5,60,3,56743560,,,,,,,,,,,,,,,
screws,Fibular Nail,39,,,,,Fibular End Cap,None,0,3,56720000,,,,,,,,,,,,,,,
screws,Fibular Nail,40,,,,,Fibular End Cap,None,5,3,56720005,,,,,,,,,,,,,,,
screws,ILN Femur,01,,,,,Femoral Hip Screw,φ6.5,60,2,55020060,,,,,,,,,,,,,,,
screws,ILN Femur,02,,,,,Femoral Hip Screw,φ6.5,65,2,55020065,,,,,,,,,,,,,,,
screws,ILN Femur,03,,,,,Femoral Hip Screw,φ6.5,70,2,55020070,,,,,,,,,,,,,,,
screws,ILN Femur,04,,,,,Femoral Hip Screw,φ6.5,75,2,55020075,,,,,,,,,,,,,,,
screws,ILN Femur,05,,,,,Femoral Hip Screw,φ6.5,80,2,55020080,,,,,,,,,,,,,,,
screws,ILN Femur,06,,,,,Femoral Hip Screw,φ6.5,85,2,55020085,,,,,,,,,,,,,,,
screws,ILN Femur,07,,,,,Femoral Hip Screw,φ6.5,90,2,55020090,,,,,,,,,,,,,,,
screws,ILN Femur,08,,,,,Femoral Hip Screw,φ6.5,95,2,55020095,,,,,,,,,,,,,,,
screws,ILN Femur,09,,,,,Femoral Hip Screw,φ6.5,100,2,55020100,,,,,,,,,,,,,,,
screws,ILN Femur,10,,,,,Femoral Hip Screw,φ6.5,105,2,55020105,,,,,,,,,,,,,,,
screws,ILN Femur,11,,,,,Femoral Hip Screw,φ6.5,110,2,55020110,,,,,,,,,,,,,,,
screws,ILN Femur,12,,,,,Femoral Hip Screw,φ6.5,115,2,55020115,,,,,,,,,,,,,,,
screws,ILN Femur,13,,,,,Femoral Hip Screw,φ6.5,120,2,55020120,,,,,,,,,,,,,,,
screws,ILN Femur,14,,,,,Locking Screw-A,φ5.0,32,3,55030032,,,,,,,,,,,,,,,
screws,ILN Femur,15,,,,,Locking Screw-A,φ5.0,34,3,55030034,,,,,,,,,,,,,,,
screws,ILN Femur,16,,,,,Locking Screw-A,φ5.0,36,3,55030036,,,,,,,,,,,,,,,
screws,ILN Femur,17,,,,,Locking Screw-A,φ5.0,38,3,55030038,,,,,,,,,,,,,,,
screws,ILN Femur,18,,,,,Locking Screw-A,φ5.0,40,3,55030040,,,,,,,,,,,,,,,
screws,ILN Femur,19,,,,,Locking Screw-A,φ5.0,42,3,55030042,,,,,,,,,,,,,,,
screws,ILN Femur,20,,,,,Locking Screw-A,φ5.0,44,3,55030044,,,,,,,,,,,,,,,
screws,ILN Femur,21,,,,,Locking Screw-A,φ5.0,46,3,55030046,,,,,,,,,,,,,,,
screws,ILN Femur,22,,,,,Locking Screw-A,φ5.0,48,3,55030048,,,,,,,,,,,,,,,
screws,ILN Femur,23,,,,,Locking Screw-A,φ5.0,50,3,55030050,,,,,,,,,,,,,,,
screws,ILN Femur,24,,,,,Locking Screw-A,φ5.0,52,3,55030052,,,,,,,,,,,,,,,
screws,ILN Femur,25,,,,,Locking Screw-A,φ5.0,54,3,55030054,,,,,,,,,,,,,,,
screws,ILN Femur,26,,,,,Locking Screw-A,φ5.0,56,2,55030056,,,,,,,,,,,,,,,
screws,ILN Femur,27,,,,,Locking Screw-A,φ5.0,58,2,55030058,,,,,,,,,,,,,,,
screws,ILN Femur,28,,,,,Locking Screw-A,φ5.0,60,2,55030060,,,,,,,,,,,,,,,
screws,ILN Femur,29,,,,,Locking Screw-A,φ5.0,62,2,55030062,,,,,,,,,,,,,,,
screws,ILN Femur,30,,,,,Locking Screw-A,φ5.0,64,2,55030064,,,,,,,,,,,,,,,
screws,ILN Femur,31,,,,,Locking Screw-A,φ5.0,66,2,55030066,,,,,,,,,,,,,,,
screws,ILN Femur,32,,,,,Locking Screw-A,φ5.0,68,2,55030068,,,,,,,,,,,,,,,
screws,ILN Femur,33,,,,,Locking Screw-A,φ5.0,70,2,55030070,,,,,,,,,,,,,,,
screws,ILN Femur,34,,,,,Locking Screw-A,φ5.0,72,2,55030072,,,,,,,,,,,,,,,
screws,ILN Femur,35,,,,,Locking Screw-A,φ5.0,74,2,55030074,,,,,,,,,,,,,,,
screws,ILN Femur,36,,,,,Locking Screw-A,φ5.0,76,2,55030076,,,,,,,,,,,,,,,
screws,ILN Femur,37,,,,,Locking Screw-A,φ5.0,78,2,55030078,,,,,,,,,,,,,,,
screws,ILN Femur,38,,,,,Locking Screw-A,φ5.0,80,2,55030080,,,,,,,,,,,,,,,
screws,ILN Femur,39,,,,,Locking Screw-B,φ5.0,32,1,55040032,,,,,,,,,,,,,,,
screws,ILN Femur,40,,,,,Locking Screw-B,φ5.0,34,1,55040034,,,,,,,,,,,,,,,
screws,ILN Femur,41,,,,,Locking Screw-B,φ5.0,36,1,55040036,,,,,,,,,,,,,,,
screws,ILN Femur,42,,,,,Locking Screw-B,φ5.0,38,1,55040038,,,,,,,,,,,,,,,
screws,ILN Femur,43,,,,,Locking Screw-B,φ5.0,40,1,55040040,,,,,,,,,,,,,,,
screws,ILN Femur,44,,,,,Locking Screw-B,φ5.0,42,1,55040042,,,,,,,,,,,,,,,
screws,ILN Femur,45,,,,,Locking Screw-B,φ5.0,44,1,55040044,,,,,,,,,,,,,,,
screws,ILN Femur,46,,,,,Locking Screw-B,φ5.0,46,1,55040046,,,,,,,,,,,,,,,
screws,ILN Femur,47,,,,,Locking Screw-B,φ5.0,48,1,55040048,,,,,,,,,,,,,,,
screws,ILN Femur,48,,,,,Locking Screw-B,φ5.0,50,1,55040050,,,,,,,,,,,,,,,
screws,ILN Femur,49,,,,,Locking Screw-B,φ5.0,52,1,55040052,,,,,,,,,,,,,,,
screws,ILN Femur,50,,,,,Locking Screw-B,φ5.0,54,1,55040054,,,,,,,,,,,,,,,
screws,ILN Femur,51,,,,,Locking Screw-B,φ5.0,56,1,55040056,,,,,,,,,,,,,,,
screws,ILN Femur,52,,,,,Locking Screw-B,φ5.0,58,1,55040058,,,,,,,,,,,,,,,
screws,ILN Femur,53,,,,,Locking Screw-B,φ5.0,60,1,55040060,,,,,,,,,,,,,,,
screws,ILN Femur,54,,,,,Locking Screw-B,φ5.0,64,1,55040064,,,,,,,,,,,,,,,
screws,ILN Femur,55,,,,,Locking Screw-B,φ5.0,68,1,55040068,,,,,,,,,,,,,,,
screws,ILN Femur,56,,,,,Locking Screw-B,φ5.0,72,1,55040072,,,,,,,,,,,,,,,
screws,ILN Femur,57,,,,,Locking Screw-B,φ5.0,76,1,55040076,,,,,,,,,,,,,,,
screws,ILN Femur,58,,,,,Locking Screw-B,φ5.0,80,1,55040080,,,,,,,,,,,,,,,
screws,ILN Femur,59,,,,,Locking Screw-B,φ5.0,85,1,55040085,,,,,,,,,,,,,,,
screws,ILN Femur,60,,,,,Femoral End Cap,None,0,1,55070000,,,,,,,,,,,,,,,
screws,ILN Femur,61,,,,,Femoral End Cap,None,5,1,55070005,,,,,,,,,,,,,,,
screws,ILN Femur,62,,,,,Femoral End Cap,None,10,1,55070010,,,,,,,,,,,,,,,
screws,ILN Humerus,01,,,,,Humeral Locking Screws,Ф3.5,18,2,55423518,,,,,,,,,,,,,,,
screws,ILN Humerus,02,,,,,Humeral Locking Screws,Ф3.5,20,2,55423520,,,,,,,,,,,,,,,
screws,ILN Humerus,03,,,,,Humeral Locking Screws,Ф3.5,22,2,55423522,,,,,,,,,,,,,,,
screws,ILN Humerus,04,,,,,Humeral Locking Screws,Ф3.5,24,2,55423524,,,,,,,,,,,,,,,
screws,ILN Humerus,05,,,,,Humeral Locking Screws,Ф3.5,26,2,55423526,,,,,,,,,,,,,,,
screws,ILN Humerus,06,,,,,Humeral Locking Screws,Ф3.5,28,2,55423528,,,,,,,,,,,,,,,
screws,ILN Humerus,07,,,,,Humeral Locking Screws,Ф3.5,30,2,55423530,,,,,,,,,,,,,,,
screws,ILN Humerus,08,,,,,Humeral Locking Screws,Ф3.5,32,2,55423532,,,,,,,,,,,,,,,
screws,ILN Humerus,09,,,,,Humeral Locking Screws,Ф3.5,34,2,55423534,,,,,,,,,,,,,,,
screws,ILN Humerus,10,,,,,Humeral Locking Screws,Ф3.5,36,2,55423536,,,,,,,,,,,,,,,
screws,ILN Humerus,11,,,,,Humeral Locking Screws,Ф3.5,38,2,55423538,,,,,,,,,,,,,,,
screws,ILN Humerus,12,,,,,Humeral Locking Screws,Ф3.5,40,2,55423540,,,,,,,,,,,,,,,
screws,ILN Humerus,13,,,,,Humeral Locking Screws,Ф3.5,42,2,55423542,,,,,,,,,,,,,,,
screws,ILN Humerus,14,,,,,Humeral Locking Screws,Ф3.5,44,2,55423544,,,,,,,,,,,,,,,
screws,ILN Humerus,15,,,,,Humeral Locking Screws,Ф3.5,46,2,55423546,,,,,,,,,,,,,,,
screws,ILN Humerus,16,,,,,Humeral Locking Screws,Ф3.5,48,2,55423548,,,,,,,,,,,,,,,
screws,ILN Humerus,17,,,,,Humeral Locking Screws,Ф3.5,50,2,55423550,,,,,,,,,,,,,,,
screws,ILN Humerus,18,,,,,Humeral Locking Screws,Ф3.5,52,2,55423552,,,,,,,,,,,,,,,
screws,ILN Humerus,19,,,,,Humeral Locking Screws,Ф3.5,54,2,55423554,,,,,,,,,,,,,,,
screws,ILN Humerus,20,,,,,Humeral Locking Screws,Ф3.5,56,2,55423556,,,,,,,,,,,,,,,
screws,ILN Humerus,21,,,,,Humeral Locking Screws,Ф3.5,58,2,55423558,,,,,,,,,,,,,,,
screws,ILN Humerus,22,,,,,Humeral Locking Screws,Ф4.0,18,4,55424018,,,,,,,,,,,,,,,
screws,ILN Humerus,23,,,,,Humeral Locking Screws,Ф4.0,20,4,55424020,,,,,,,,,,,,,,,
screws,ILN Humerus,24,,,,,Humeral Locking Screws,Ф4.0,22,4,55424022,,,,,,,,,,,,,,,
screws,ILN Humerus,25,,,,,Humeral Locking Screws,Ф4.0,24,4,55424024,,,,,,,,,,,,,,,
