dataset,category,id,home,uid,shorthand,status,screw,diameter,length,quantity,product_code,set,proper_name,screw_sizes,size_range,left_right,size,location,name,presentation,description,ref,code,lat,lng,region
screws,ILN Humerus,26,,,,,Humeral Locking Screws,Ф4.0,26,4,55424026,,,,,,,,,,,,,,,
screws,ILN Humerus,27,,,,,Humeral Locking Screws,Ф4.0,28,4,55424028,,,,,,,,,,,,,,,
screws,ILN Humerus,28,,,,,Humeral Locking Screws,Ф4.0,30,4,55424030,,,,,,,,,,,,,,,
screws,ILN Humerus,29,,,,,Humeral Locking Screws,Ф4.0,32,4,55424032,,,,,,,,,,,,,,,
screws,ILN Humerus,30,,,,,Humeral Locking Screws,Ф4.0,34,4,55424034,,,,,,,,,,,,,,,
screws,ILN Humerus,31,,,,,Humeral Locking Screws,Ф4.0,36,4,55424036,,,,,,,,,,,,,,,
screws,ILN Humerus,32,,,,,Humeral Locking Screws,Ф4.0,38,4,55424038,,,,,,,,,,,,,,,
screws,ILN Humerus,33,,,,,Humeral Locking Screws,Ф4.0,40,4,55424040,,,,,,,,,,,,,,,
screws,ILN Humerus,34,,,,,Humeral Locking Screws,Ф4.0,42,4,55424042,,,,,,,,,,,,,,,
screws,ILN Humerus,35,,,,,Humeral Locking Screws,Ф4.0,44,4,55424044,,,,,,,,,,,,,,,
screws,ILN Humerus,36,,,,,Humeral Locking Screws,Ф4.0,46,4,55424046,,,,,,,,,,,,,,,
screws,ILN Humerus,37,,,,,Humeral Locking Screws,Ф4.0,48,4,55424048,,,,,,,,,,,,,,,
screws,ILN Humerus,38,,,,,Humeral Locking Screws,Ф4.0,50,4,55424050,,,,,,,,,,,,,,,
screws,ILN Humerus,39,,,,,Humeral Locking Screws,Ф4.0,52,4,55424052,,,,,,,,,,,,,,,
screws,ILN Humerus,40,,,,,Humeral Locking Screws,Ф4.0,54,4,55424054,,,,,,,,,,,,,,,
screws,ILN Humerus,41,,,,,Humeral Locking Screws,Ф4.0,56,4,55424056,,,,,,,,,,,,,,,
screws,ILN Humerus,42,,,,,Humeral Locking Screws,Ф4.0,58,4,55424058,,,,,,,,,,,,,,,
screws,ILN Humerus,43,,,,,Humeral End Caps,None,0,2,55430000,,,,,,,,,,,,,,,
screws,ILN Humerus,44,,,,,Humeral End Caps,None,4,2,55430004,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,01,,,,,Radius and ulna Locking screw,Ф3.5,12,3,55533512,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,02,,,,,Radius and ulna Locking screw,Ф3.5,14,3,55533514,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,03,,,,,Radius and ulna Locking screw,Ф3.5,16,3,55533516,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,04,,,,,Radius and ulna Locking screw,Ф3.5,18,3,55533518,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,05,,,,,Radius and ulna Locking screw,Ф3.5,20,3,55533520,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,06,,,,,Radius and ulna Locking screw,Ф3.5,22,3,55533522,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,07,,,,,Radius and ulna Locking screw,Ф3.5,24,3,55533524,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,08,,,,,Radius and ulna Locking screw,Ф3.5,26,3,55533526,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,09,,,,,Radius and ulna Locking screw,Ф3.5,28,3,55533528,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,10,,,,,Radius and ulna Locking screw,Ф3.5,30,3,55533530,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,11,,,,,Radius and ulna Locking screw,Ф3.5,32,3,55533532,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,12,,,,,Radius and ulna Locking screw,Ф3.5,34,3,55533534,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,13,,,,,Radius and ulna Locking screw,Ф3.5,36,3,55533536,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,14,,,,,Radius and ulna Locking screw,Ф3.5,38,3,55533538,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,15,,,,,Radius and ulna Locking screw,Ф3.5,40,3,55533540,,,,,,,,,,,,,,,
screws,ILN Radius Ulna,16,,,,,RADIUS AND ULNA LOCKING END CAP,None,,2,55540000,,,,,,,,,,,,,,,
screws,ILN Tibia,01,,,,,Locking Screw-A,Ф4.2,26,4,55124226,,,,,,,,,,,,,,,
screws,ILN Tibia,02,,,,,Locking Screw-A,Ф4.2,28,4,55124228,,,,,,,,,,,,,,,
screws,ILN Tibia,03,,,,,Locking Screw-A,Ф4.2,30,4,55124230,,,,,,,,,,,,,,,
screws,ILN Tibia,04,,,,,Locking Screw-A,Ф4.2,32,4,55124232,,,,,,,,,,,,,,,
screws,ILN Tibia,05,,,,,Locking Screw-A,Ф4.2,34,4,55124234,,,,,,,,,,,,,,,
screws,ILN Tibia,06,,,,,Locking Screw-A,Ф4.2,36,4,55124236,,,,,,,,,,,,,,,
screws,ILN Tibia,07,,,,,Locking Screw-A,Ф4.2,38,4,55124238,,,,,,,,,,,,,,,
screws,ILN Tibia,08,,,,,Locking Screw-A,Ф4.2,40,4,55124240,,,,,,,,,,,,,,,
screws,ILN Tibia,09,,,,,Locking Screw-A,Ф4.2,42,2,55124242,,,,,,,,,,,,,,,
screws,ILN Tibia,10,,,,,Locking Screw-A,Ф4.2,44,2,55124244,,,,,,,,,,,,,,,
screws,ILN Tibia,11,,,,,Locking Screw-A,Ф4.2,46,2,55124246,,,,,,,,,,,,,,,
screws,ILN Tibia,12,,,,,Locking Screw-A,Ф4.2,48,2,55124248,,,,,,,,,,,,,,,
screws,ILN Tibia,13,,,,,Locking Screw-A,Ф4.2,50,2,55124250,,,,,,,,,,,,,,,
screws,ILN Tibia,14,,,,,Locking Screw-A,φ5.0,28,1,55030028,,,,,,,,,,,,,,,
screws,ILN Tibia,15,,,,,Locking Screw-A,φ5.0,30,2,55030030,,,,,,,,,,,,,,,
screws,ILN Tibia,16,,,,,Locking Screw-A,φ5.0,32,4,55030032,,,,,,,,,,,,,,,
screws,ILN Tibia,17,,,,,Locking Screw-A,φ5.0,34,4,55030034,,,,,,,,,,,,,,,
screws,ILN Tibia,18,,,,,Locking Screw-A,φ5.0,36,4,55030036,,,,,,,,,,,,,,,
screws,ILN Tibia,19,,,,,Locking Screw-A,φ5.0,38,4,55030038,,,,,,,,,,,,,,,
screws,ILN Tibia,20,,,,,Locking Screw-A,φ5.0,40,4,55030040,,,,,,,,,,,,,,,
screws,ILN Tibia,21,,,,,Locking Screw-A,φ5.0,42,4,55030042,,,,,,,,,,,,,,,
screws,ILN Tibia,22,,,,,Locking Screw-A,φ5.0,44,4,55030044,,,,,,,,,,,,,,,
screws,ILN Tibia,23,,,,,Locking Screw-A,φ5.0,46,2,55030046,,,,,,,,,,,,,,,
screws,ILN Tibia,24,,,,,Locking Screw-A,φ5.0,48,2,55030048,,,,,,,,,,,,,,,
screws,ILN Tibia,25,,,,,Locking Screw-A,φ5.0,50,2,55030050,,,,,,,,,,,,,,,
screws,ILN Tibia,26,,,,,Locking Screw-A,φ5.0,52,2,55030052,,,,,,,,,,,,,,,
screws,ILN Tibia,27,,,,,Locking Screw-A,φ5.0,54,2,55030054,,,,,,,,,,,,,,,
screws,ILN Tibia,28,,,,,Locking Screw-A,φ5.0,56,2,55030056,,,,,,,,,,,,,,,
screws,ILN Tibia,29,,,,,Locking Screw-A,φ5.0,58,2,55030058,,,,,,,,,,,,,,,
screws,ILN Tibia,30,,,,,Locking Screw-A,φ5.0,60,2,55030060,,,,,,,,,,,,,,,
screws,ILN Tibia,31,,,,,Locking Screw-A,φ5.0,62,2,55030062,,,,,,,,,,,,,,,
screws,ILN Tibia,32,,,,,Locking Screw-A,φ5.0,64,2,55030064,,,,,,,,,,,,,,,
screws,ILN Tibia,33,,,,,Locking Screw-A,φ5.0,66,2,55030066,,,,,,,,,,,,,,,
screws,ILN Tibia,34,,,,,Locking Screw-A,φ5.0,68,2,55030068,,,,,,,,,,,,,,,
screws,ILN Tibia,35,,,,,Locking Screw-A,φ5.0,70,2,55030070,,,,,,,,,,,,,,,
screws,ILN Tibia,36,,,,,Locking Screw-A,φ5.0,72,2,55030072,,,,,,,,,,,,,,,
screws,ILN Tibia,37,,,,,Locking Screw-A,φ5.0,74,2,55030074,,,,,,,,,,,,,,,
screws,ILN Tibia,38,,,,,Locking Screw-A,φ5.0,76,2,55030076,,,,,,,,,,,,,,,
screws,ILN Tibia,39,,,,,Locking Screw-A,φ5.0,78,2,55030078,,,,,,,,,,,,,,,
screws,ILN Tibia,40,,,,,Locking Screw-A,φ5.0,80,2,55030080,,,,,,,,,,,,,,,
screws,ILN Tibia,41,,,,,Locking Screw-B,Ф4.2,26,1,55134226,,,,,,,,,,,,,,,
screws,ILN Tibia,42,,,,,Locking Screw-B,Ф4.2,28,2,55134228,,,,,,,,,,,,,,,
screws,ILN Tibia,43,,,,,Locking Screw-B,Ф4.2,30,2,55134230,,,,,,,,,,,,,,,
screws,ILN Tibia,44,,,,,Locking Screw-B,Ф4.2,32,2,55134232,,,,,,,,,,,,,,,
screws,ILN Tibia,45,,,,,Locking Screw-B,Ф4.2,34,2,55134234,,,,,,,,,,,,,,,
screws,ILN Tibia,46,,,,,Locking Screw-B,Ф4.2,36,2,55134236,,,,,,,,,,,,,,,
screws,ILN Tibia,47,,,,,Locking Screw-B,Ф4.2,38,2,55134238,,,,,,,,,,,,,,,
screws,ILN Tibia,48,,,,,Locking Screw-B,Ф4.2,40,2,55134240,,,,,,,,,,,,,,,
screws,ILN Tibia,49,,,,,Locking Screw-B,Ф4.2,42,2,55134242,,,,,,,,,,,,,,,
screws,ILN Tibia,50,,,,,Locking Screw-B,Ф4.2,44,2,55134244,,,,,,,,,,,,,,,
screws,ILN Tibia,51,,,,,Locking Screw-B,Ф4.2,46,2,55134246,,,,,,,,,,,,,,,
screws,ILN Tibia,52,,,,,Locking Screw-B,Ф4.2,48,2,55134248,,,,,,,,,,,,,,,
screws,ILN Tibia,53,,,,,Locking Screw-B,Ф4.2,50,2,55134250,,,,,,,,,,,,,,,
screws,ILN Tibia,54,,,,,Locking Screw-B,Ф4.2,52,2,55134252,,,,,,,,,,,,,,,
screws,ILN Tibia,55,,,,,Tibial End Cap,None,0,1,55140000,,,,,,,,,,,,,,,
screws,ILN Tibia,56,,,,,None,None,5,1,55140005,,,,,,,,,,,,,,,
screws,ILN Tibia,57,,,,,None,None,10,1,55140010,,,,,,,,,,,,,,,
screws,PFN II 170-240,01,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,75,1,56340075,,,,,,,,,,,,,,,
screws,PFN II 170-240,02,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,80,1,56340080,,,,,,,,,,,,,,,
screws,PFN II 170-240,03,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,85,1,56340085,,,,,,,,,,,,,,,
screws,PFN II 170-240,04,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,90,1,56340090,,,,,,,,,,,,,,,
screws,PFN II 170-240,05,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,95,1,56340095,,,,,,,,,,,,,,,
screws,PFN II 170-240,06,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,100,1,56340100,,,,,,,,,,,,,,,
screws,PFN II 170-240,07,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,105,1,56340105,,,,,,,,,,,,,,,
screws,PFN II 170-240,08,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,110,1,56340110,,,,,,,,,,,,,,,
screws,PFN II 170-240,09,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,115,1,56340115,,,,,,,,,,,,,,,
screws,PFN II 170-240,10,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -A,None,120,1,56340120,,,,,,,,,,,,,,,
screws,PFN II 170-240,11,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,75,1,56320075,,,,,,,,,,,,,,,
screws,PFN II 170-240,12,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,80,1,56320080,,,,,,,,,,,,,,,
screws,PFN II 170-240,13,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,85,1,56320085,,,,,,,,,,,,,,,
screws,PFN II 170-240,14,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,90,1,56320090,,,,,,,,,,,,,,,
screws,PFN II 170-240,15,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,95,1,56320095,,,,,,,,,,,,,,,
screws,PFN II 170-240,16,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,100,1,56320100,,,,,,,,,,,,,,,
screws,PFN II 170-240,17,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,105,1,56320105,,,,,,,,,,,,,,,
screws,PFN II 170-240,18,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,110,1,56320110,,,,,,,,,,,,,,,
screws,PFN II 170-240,19,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,115,1,56320115,,,,,,,,,,,,,,,
screws,PFN II 170-240,20,PG,SPFNII01,SPFNII,,Femoral Hip Compression Screw -B II,None,120,1,56320120,,,,,,,,,,,,,,,
screws,PFN II 170-240,21,PG,SPFNII01,SPFNII,,Proximal Femoral End Caps,None,0,1,56330000,,,,,,,,,,,,,,,
screws,PFN II 170-240,22,PG,SPFNII01,SPFNII,,Proximal Femoral End Caps,None,5,1,56330005,,,,,,,,,,,,,,,
screws,PFN II 170-240,23,PG,SPFNII01,SPFNII,,Proximal Femoral End Caps,None,10,1,56330010,,,,,,,,,,,,,,,
screws,PFN II 170-240,24,PG,SPFNII01,SPFNII,,Locking Screw II,None,32,2,56425032,,,,,,,,,,,,,,,
screws,PFN II 170-240,25,PG,SPFNII01,SPFNII,,Locking Screw II,None,34,2,56425034,,,,,,,,,,,,,,,
screws,PFN II 170-240,26,PG,SPFNII01,SPFNII,,Locking Screw II,None,36,2,56425036,,,,,,,,,,,,,,,
screws,PFN II 170-240,27,PG,SPFNII01,SPFNII,,Locking Screw II,None,38,2,56425038,,,,,,,,,,,,,,,
screws,PFN II 170-240,28,PG,SPFNII01,SPFNII,,Locking Screw II,None,40,2,56425040,,,,,,,,,,,,,,,
screws,PFN II 170-240,29,PG,SPFNII01,SPFNII,,Locking Screw II,None,42,2,56425042,,,,,,,,,,,,,,,
screws,PFN II 170-240,30,PG,SPFNII01,SPFNII,,Locking Screw II,None,44,2,56425044,,,,,,,,,,,,,,,
screws,PFN II 170-240,31,PG,SPFNII01,SPFNII,,Locking Screw II,None,46,2,56425046,,,,,,,,,,,,,,,
screws,PFN II 170-240,32,PG,SPFNII01,SPFNII,,Locking Screw II,None,48,2,56425048,,,,,,,,,,,,,,,
screws,PFN II 170-240,33,PG,SPFNII01,SPFNII,,Locking Screw II,None,50,2,56425050,,,,,,,,,,,,,,,
screws,PFN II 170-240,34,PG,SPFNII01,SPFNII,,Locking Screw II,None,52,2,56425052,,,,,,,,,,,,,,,
screws,PFN II 340-420,01,,,,,Locking Screw II,None,58,2,56425058,,,,,,,,,,,,,,,
screws,PFN II 340-420,02,,,,,Locking Screw II,None,60,2,56425060,,,,,,,,,,,,,,,
screws,PFN II 340-420,03,,,,,Locking Screw II,None,62,2,56420062,,,,,,,,,,,,,,,
screws,PFN II 340-420,04,,,,,Locking Screw II,None,64,2,56425064,,,,,,,,,,,,,,,
screws,PFN II 340-420,05,,,,,Locking Screw II,None,66,2,56420066,,,,,,,,,,,,,,,
screws,PFN II 340-420,06,,,,,Locking Screw II,None,68,2,56425068,,,,,,,,,,,,,,,
screws,PFN,01,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,75,1,55320075,,,,,,,,,,,,,,,
screws,PFN,02,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,80,2,55320080,,,,,,,,,,,,,,,
screws,PFN,03,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,85,2,55320085,,,,,,,,,,,,,,,
screws,PFN,04,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,90,2,55320090,,,,,,,,,,,,,,,
screws,PFN,05,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,95,2,55320095,,,,,,,,,,,,,,,
screws,PFN,06,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,100,2,55320100,,,,,,,,,,,,,,,
screws,PFN,07,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,105,1,55320105,,,,,,,,,,,,,,,
screws,PFN,08,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,110,1,55320110,,,,,,,,,,,,,,,
screws,PFN,09,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,115,1,55320115,,,,,,,,,,,,,,,
screws,PFN,10,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,120,1,55320120,,,,,,,,,,,,,,,
screws,PFN,11,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,32,3,55030032,,,,,,,,,,,,,,,
screws,PFN,12,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,34,6,55030034,,,,,,,,,,,,,,,
screws,PFN,13,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,36,6,55030036,,,,,,,,,,,,,,,
screws,PFN,14,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,38,6,55030038,,,,,,,,,,,,,,,
screws,PFN,15,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,40,6,55030040,,,,,,,,,,,,,,,
screws,PFN,16,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,42,3,55030042,,,,,,,,,,,,,,,
screws,PFN,17,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,44,3,55030044,,,,,,,,,,,,,,,
screws,PFN,18,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,46,3,55030046,,,,,,,,,,,,,,,
screws,PFN,19,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,48,3,55030048,,,,,,,,,,,,,,,
screws,PFN,20,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,50,3,55030050,,,,,,,,,,,,,,,
screws,PFN,21,PG,PFN01,PFN,,φ5.0 Locking Screw A,φ5.0,52,3,55030052,,,,,,,,,,,,,,,
screws,PFN,22,PG,PFN01,PFN,,Proximal Femoral End Caps,None,0,1,55350000,,,,,,,,,,,,,,,
screws,PFN,23,PG,PFN01,PFN,,Proximal Femoral End Caps,None,5,1,55350005,,,,,,,,,,,,,,,
screws,PFN,24,PG,PFN01,PFN,,Proximal Femoral End Caps,None,10,1,55350010,,,,,,,,,,,,,,,
screws,PFN,25,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,80,,55360080,,,,,,,,,,,,,,,
screws,PFN,26,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,85,,55360085,,,,,,,,,,,,,,,
screws,PFN,27,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,90,,55360090,,,,,,,,,,,,,,,
screws,PFN,28,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,95,,55360095,,,,,,,,,,,,,,,
screws,PFN,29,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,100,,55360100,,,,,,,,,,,,,,,
screws,PFN,30,PG,PFN01,PFN,,Femoral Hip Compression Screws -A,None,105,,55360105,,,,,,,,,,,,,,,
screws,Flexible Reamer,01,,,,,φ5.0 Locking Screw A,φ5.0,56,1,55030056,,,,,,,,,,,,,,,
screws,Flexible Reamer,02,,,,,φ5.0 Locking Screw A,φ5.0,60,1,55030060,,,,,,,,,,,,,,,
screws,Flexible Reamer,03,,,,,φ5.0 Locking Screw A,φ5.0,64,1,55030064,,,,,,,,,,,,,,,
screws,Flexible Reamer,04,,,,,φ5.0 Locking Screw A,φ5.0,68,1,55030068,,,,,,,,,,,,,,,
screws,Flexible Reamer,05,,,,,φ5.0 Locking Screw A,φ5.0,72,1,55030072,,,,,,,,,,,,,,,
screws,Flexible Reamer,06,,,,,φ5.0 Locking Screw A,φ5.0,76,1,55030076,,,,,,,,,,,,,,,
screws,Flexible Reamer,07,,,,,φ5.0 Locking Screw A,φ5.0,80,1,55030080,,,,,,,,,,,,,,,
plates,2.7-4.0,01,"D1, D2, D3",PHILOS,2.7,,,,,,52200903,2.7-4.0,VA 3.5mm Proximal Lateral Humeral Plates II,3.5mm,Standard,,3H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,02,"D1, D2, D3",PHILOS,2.7,,,,,,52200904,2.7-4.0,VA 3.5mm Proximal Lateral Humeral Plates II,3.5mm,Standard,,4H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,03,"D1, D2, D3",PHILOS,2.7,,,,,,52200905,2.7-4.0,VA 3.5mm Proximal Lateral Humeral Plates II,3.5mm,Standard,,5H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,04,D1,PHILOS,2.7,,,,,,52200906,2.7-4.0,VA 3.5mm Proximal Lateral Humeral Plates II,3.5mm,Long,,6H,D1,,,,,,,,
plates,2.7-4.0,05,D1,PHILOS,2.7,,,,,,52200908,2.7-4.0,VA 3.5mm Proximal Lateral Humeral Plates II,3.5mm,Long,,8H,D1,,,,,,,,
plates,2.7-4.0,06,stock,PHILOS,2.7,,,,,,52200910,2.7-4.0,VA 3.5mm Proximal Lateral Humeral Plates II,3.5mm,Extra Long,,10H,stock,,,,,,,,
plates,2.7-4.0,07,"D1, D2, D3",OLEI,2.7,,,,,,52200434,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates Placa Olecranon,3.5mm,Standard,L,4H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,08,"D1, D2, D3",OLEI,2.7,,,,,,52200464,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates Placa Olecranon,3.5mm,Standard,R,4H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,09,"D1, D2, D3",OLEI,2.7,,,,,,52200436,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates Placa Olecranon,3.5mm,Standard,L,6H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,10,"D1, D2, D3",OLEI,2.7,,,,,,52200466,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates Placa Olecranon,3.5mm,Standard,R,6H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,11,"D1, D2, D3",OLEI,2.7,,,,,,52200438,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates Placa Olecranon,3.5mm,Standard,L,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,12,"D1, D2, D3",OLEI,2.7,,,,,,52200468,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates Placa Olecranon,3.5mm,Standard,R,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,13,"D3, D4",OLEII,2.7,,,,,,34000105,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates II Placa Olecranon,3.5mm,Standard,L,4H,"D3, D4",,,,,,,,
plates,2.7-4.0,14,"D3, D4",OLEII,2.7,,,,,,34000116,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates II Placa Olecranon,3.5mm,Standard,R,4H,"D3, D4",,,,,,,,
plates,2.7-4.0,15,"D3, D4",OLEII,2.7,,,,,,34000107,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates II Placa Olecranon,3.5mm,Standard,L,6H,"D3, D4",,,,,,,,
plates,2.7-4.0,16,"D3, D4",OLEII,2.7,,,,,,34000118,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates II Placa Olecranon,3.5mm,Standard,R,6H,"D3, D4",,,,,,,,
plates,2.7-4.0,17,"D3, D4",OLEII,2.7,,,,,,34000109,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates II Placa Olecranon,3.5mm,Standard,L,8H,"D3, D4",,,,,,,,
plates,2.7-4.0,18,"D3, D4",OLEII,2.7,,,,,,34000120,2.7-4.0,VA 3.5mm Proximal Dorsal Ulna Plates II Placa Olecranon,3.5mm,Standard,R,8H,"D3, D4",,,,,,,,
plates,2.7-4.0,19,"D1, D2, D3",DSC,2.7,,,,,,52201233,2.7-4.0,VA 2.7/3.5mm Superior Anterior Clavicle Plates II,"2.7mm, 3.5mm",Short,L,3H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,20,"D1, D2, D3",DSC,2.7,,,,,,52201263,2.7-4.0,VA 2.7/3.5mm Superior Anterior Clavicle Plates II,"2.7mm, 3.5mm",Short,R,3H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,21,"D1, D2, D3",DSC,2.7,,,,,,52201235,2.7-4.0,VA 2.7/3.5mm Superior Anterior Clavicle Plates II,"2.7mm, 3.5mm",Standard,L,5H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,22,"D1, D2, D3",DSC,2.7,,,,,,52201265,2.7-4.0,VA 2.7/3.5mm Superior Anterior Clavicle Plates II,"2.7mm, 3.5mm",Standard,R,5H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,23,"D1, D2, D3",DSC,2.7,,,,,,52201237,2.7-4.0,VA 2.7/3.5mm Superior Anterior Clavicle Plates II,"2.7mm, 3.5mm",Standard,L,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,24,"D1, D2, D3",DSC,2.7,,,,,,52291267,2.7-4.0,VA 2.7/3.5mm Superior Anterior Clavicle Plates II,"2.7mm, 3.5mm",Standard,R,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,25,"D1, D2, D3",DSC,2.7,,,,,,52201239,2.7-4.0,VA 2.7/3.5mm Superior Anterior Clavicle Plates II,"2.7mm, 3.5mm",Long,L,9H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,26,"D1, D2, D3",DSC,2.7,,,,,,52201269,2.7-4.0,VA 2.7/3.5mm Superior Anterior Clavicle Plates II,"2.7mm, 3.5mm",Long,R,9H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,27,"D1, D2, D3",MSC,2.7,,,,,,52201136,2.7-4.0,VA 3.5mm Superior Anterior Clavicle Plates MS Clavicle,3.5mm,Standard,L,6H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,28,"D1, D2, D3",MSC,2.7,,,,,,52201166,2.7-4.0,VA 3.5mm Superior Anterior Clavicle Plates MS Clavicle,3.5mm,Standard,R,6H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,29,"D1, D2, D3",MSC,2.7,,,,,,52201137,2.7-4.0,VA 3.5mm Superior Anterior Clavicle Plates MS Clavicle,3.5mm,Standard,L,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,30,"D1, D2, D3",MSC,2.7,,,,,,52201167,2.7-4.0,VA 3.5mm Superior Anterior Clavicle Plates MS Clavicle,3.5mm,Standard,R,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,31,"D1, D2, D3",MSC,2.7,,,,,,52201138,2.7-4.0,VA 3.5mm Superior Anterior Clavicle Plates MS Clavicle,3.5mm,Standard,L,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,32,"D1, D2, D3",MSC,2.7,,,,,,52201168,2.7-4.0,VA 3.5mm Superior Anterior Clavicle Plates MS Clavicle,3.5mm,Standard,R,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,33,"D2, D3",CHOOK,2.7,,,,,,52201335,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,L,"5H, 15MM","D2, D3",,,,,,,,
